id_coder,text,del_ms,con_ms,so_ms,del_nca,con_nca,so_nca,agenda,del_com,si_com,con_com,del_age,si_age,con_age
1361,"Following an application of the sale of business tool , resolution authorities may , with the consent of the purchaser , exercise the transfer powers in respect of assets , rights or liabilities transferred to the purchaser in order to transfer the assets , rights or liabilities back to the institution under resolution , or the shares or other instruments of ownership back to their original owners , and",0,0,0,1,0,0,0,0,0,0,0,0,0
1362,verification that the numbers and certificates of the seafarers serving on board are in accordance with the safe - manning requirements of the authorities of the flag State .,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,The European Chemicals Agency shall establish a database for the data to be submitted to it pursuant to point ( i ) of paragraph 1 by 5 January 2020 and .,0,0,0,0,0,0,0,0,0,0,1,0,0
1364,The market surveillance authorities shall inform the relevant notified body accordingly .,0,0,0,0,1,0,0,0,0,0,0,0,0
1365,"The competent authorities may also examine the content of the lot to verify the information contained in the catch document and in related documents and , where necessary , shall carry out verifications with the operators concerned .",0,0,0,1,0,0,0,0,0,0,0,0,0
1366,"If a Member State or the Central Unit has evidence to suggest that data recorded in the central database are factually inaccurate , it shall advise the Member State of origin as soon as possible .",0,0,1,0,0,0,0,0,0,0,0,0,0
1367,"In the case of discharges affecting the waters of more than one Member State , the Member States concerned shall cooperate with a view to harmonizing monitoring procedures .",0,0,1,0,0,0,0,0,0,0,0,0,0
1368,The competent authorities of the transit Member States may indicate that they do not wish to be so informed .,0,0,0,1,0,0,0,0,0,0,0,0,0
1369,"If it is not possible to consult the European Parliament because of the urgency of the measures to be adopted , such measures may be adopted by the Council , acting by a qualified majority on a proposal from the Commission .",0,0,0,0,0,0,1,0,0,0,0,0,0
1370,"In the course of negotiations with States applying for accession the Agency may provide technical assistance as regards the implementation of Community legislation in the field of maritime safety , maritime security , and prevention of pollution by ships .",0,0,0,0,0,0,0,0,0,0,0,1,0
1371,"Within the framework of its mandate , the Agency shall assist Member States , at their request , with the preparation and execution of external emergency response plans , especially when there are transboundary impacts within and beyond offshore waters of Member States",0,0,0,0,0,0,0,0,0,0,0,1,0
1372,"Annual work programme Each year , before the end of May , the Commission shall submit to the ESS Committee its work programme for the following year .",0,0,0,0,0,0,0,0,0,1,0,0,0
1373,The Member States shall cooperate with the Commission by informing it of the measures they have taken to act on those observations so that the Commission may take them into account when drawing up its own report .,0,0,1,0,0,0,0,0,0,0,0,0,0
1374,Member States and the Commission shall cooperate closely in order to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1375,Eba may also assist the competent authorities in reaching an agreement on its own initiative in accordance with the second subparagraph of Article 19(1 ) of that Regulation .,0,0,0,0,0,0,0,0,0,0,0,1,0
1376,"Where a new electronic road toll system is created on the territory of a Member State , that Member State shall take the measures necessary to ensure that the designated toll charger responsible for the system establishes and publishes in the EETS domain statement the detailed planning of the process of assessment of conformity to specifications and of the suitability for use of interoperability constituents , which allows for the accreditation of interested EETS providers at the latest one month before the operational launch of the new system .",0,1,0,0,0,0,0,0,0,0,0,0,0
1377,"Where the Agency considers that binding rules on such cooperation are required , it shall make appropriate recommendations .",0,0,0,0,0,0,0,0,0,0,1,0,0
1378,"They shall be prepared by the competent national , regional or other authorities designated by the Member State and .",0,0,0,0,0,0,0,0,0,0,0,0,0
1379,"A competent authority shall disclose information which is confidential pursuant to Article 34 and which is received from a competent authority of another Member State to a supervisory authority of a third country only where the competent authority has obtained the express agreement of the competent authority which transmitted the information and , where applicable , the information is disclosed solely for the purposes for which that competent authority gave its agreement .",0,0,0,0,1,0,0,0,0,0,0,0,0
1380,"It would affect trade between Member States , and",0,0,0,0,0,0,0,0,0,0,0,0,0
1381,"Eu - LISA shall inform the European Parliament , the Council and the Commission as well as the European Data Protection Supervisor as soon as possible of the measures it takes pursuant to paragraph 2 in view of the start of operations of ECRIS - TCN .",0,0,0,0,0,0,0,0,0,0,0,0,1
1382,"Eba may , at the request of a resolution authority , assist the resolution authorities in reaching a joint decision in accordance with Article 31(c ) of Regulation ( EU )",0,0,0,0,0,0,0,0,0,0,0,1,0
1383,The Member States and the Commission shall cooperate in seeking to develop priorities and practices which will enable ships likely to be defective to be targeted more effectively .,0,0,1,0,0,0,0,0,1,0,0,0,0
1384,The competent authority of the home Member State shall supervise compliance with the requirements laid down in this Regulation .,0,0,0,0,0,1,0,0,0,0,0,0,0
1385,"Any Member State shall retain the right to send an applicant to a safe third country , subject to the rules and safeguards laid down in Directive 2013/32 / EU .",1,0,0,0,0,0,0,0,0,0,0,0,0
1386,The Member States and the Commission shall collaborate closely in order to ensure that this Regulation is obeserved .,0,0,1,0,0,0,0,0,1,0,0,0,0
1387,"Member States shall facilitate the use of radio spectrum , including shared use , under general authorisations and .",0,0,1,0,0,0,0,0,0,0,0,0,0
1388,"Competent authorities receiving confidential information under paragraphs 1 or 2 may use it only in the course of their duties :  to check that the conditions governing the taking - up of the business of assurance are met and to facilitate monitoring of the conduct of such business , especially with regard to the monitoring of technical provisions , solvency margins , administrative and accounting procedures and internal control mechanisms , or  to impose sanctions , or  in administrative appeals against decisions of the competent authority , or  in court proceedings initiated pursuant to Article 67 or under special provisions provided for in this Directive and other directives adopted in the field of assurance undertakings .",0,0,0,1,0,0,0,0,0,0,0,0,0
1389,"The Council , acting by a qualified majority on a proposal from the Commission , shall , where appro ­ priate , re - allocate the amounts which have not been used up .",0,0,0,0,0,0,1,0,0,0,0,0,0
1390,The Commission shall monitor the situation and .,0,0,0,0,0,0,0,0,1,0,0,0,0
1391,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1392,The Authority shall decide on the registration and de - registration of European political parties and European political foundations in accordance with the procedures and conditions laid down in this Regulation .,0,0,0,0,0,0,0,0,0,0,1,0,1
1393,"Until 31 December 2006 , the competent authorities of the Member State may also authorise their credit institutions to apply a 50 % risk weighting to the part of the loans fully and completely secured to their satisfaction by shares in Finnish housing companies operating in accordance with the Finnish Housing Company Act of 1991 or subsequent equivalent legislation , provided that the conditions laid down in this paragraph are fulfilled .",0,0,0,1,0,0,0,0,0,0,0,0,0
1394,"to cooperate with the data protection authorities , in particular , by informing them without undue delay , about the results of audits of qualified trust service providers , where personal data protection rules appear to have been breached",0,0,0,0,0,0,0,0,0,0,0,0,0
1395,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1396,"A resolution authority may , after consulting a competent authority , decide to apply the minimum requirement laid down in this Article to an entity referred to in point ( b ) , ( c ) or ( d ) of Article 1(1 ) .",0,0,0,1,1,0,0,0,0,0,0,0,0
1397,"Those authorities shall assist the said investigator , in particular by appointing a person to assist him in the consultation of official reports and any other documents relating to the accident .",0,0,0,0,0,0,0,0,0,0,0,0,0
1398,"The Council , acting by a qualified majority on a proposal from the Commission , shall determine the level of the guide prices and intervention prices referred to in paragraph 1 .",0,0,0,0,0,0,1,0,0,0,0,0,0
1399,The rules for submitting those summaries to the Commission may also be amended in accordance with the regulatory procedure referred to in Article 23(2 ) .,0,0,0,0,0,0,0,1,0,1,0,0,0
1400,The Commission shall communicate this information to the other Member States .,0,0,0,0,0,0,0,0,0,1,0,0,0
1401,Esma shall monitor the application of the waivers and .,0,0,0,0,0,0,0,0,0,0,0,1,0
1402,"Bulgaria , Czech Republic , Estonia , Cyprus , Latvia , Lithuania , Luxembourg , Hungary , Malta , Romania , Slovenia and Slovakia : CETO - flagged data may be sent for NACE Rev. 2 group and class level and for the size class breakdown at NACE Rev. 2 group level .",0,0,0,0,0,0,0,0,0,0,0,0,0
1403,"The Authority may , if necessary , liaise with the national supervisory authority concerned .",0,0,0,0,0,0,0,0,0,0,0,1,0
1404,Or ( iv ) to the legislation of the Member State of residence,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,"The Commission shall biennially assess aviations overall impact on the global climate including through non - CO2 emissions or effects , based on the emission data provided by Member States pursuant to Article 7 , and .",0,0,0,0,0,0,0,1,0,0,0,0,0
1406,"Should environmental requirements or the state of desulphurizing technology change appreciably or should the economic situation in the Community as regards the supply of crude oil change substantially , the Commission may , on its own initiative or at the request of a Member State , propose amendments to the sulphur content indicated in paragraph 1 for the period beginning 1 October 1980 .",0,0,0,0,0,0,1,0,0,0,0,0,0
1407,May include requests for remedial action within a set time frame,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Member States shall notify the Commission and the other Member States of those national provisions .,0,1,0,0,0,0,0,0,0,0,0,0,0
1409,"If it deems it appropriate , the Commission shall propose amendments to this Regulation in this respect .",0,0,0,0,0,0,1,0,0,0,0,0,0
1410,"If the minimum number of technical equipment proves to be insufficient to carry out the operational plan agreed for joint operations , pilot projects , rapid interventions or joint return operations , the Agency shall revise it on the basis of justified needs and of an agreement with the Member States .",0,0,0,0,0,0,0,0,0,0,1,0,0
1411,"The Commission or its representatives and the Court of Auditors shall have the power of audit , on the basis of documents and on the spot , over all grant beneficiaries , contractors and subcontractors who have received Union funds under this Regulation .",0,0,0,0,0,0,0,1,0,0,0,0,0
1412,Any extension of an alert shall be communicated to CS - SIS .,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,The decisions of the Authority shall state the reasons on which they are based .,0,0,0,0,0,0,0,0,0,0,0,0,1
1414,They shall be adapted by the Commission in accordance with the procedure laid down in Article 11 .,0,0,0,0,0,0,0,1,0,0,0,0,0
1415,"The decision to expel a member shall be taken by the administrative or management organ , after the member has been heard .",0,0,0,0,0,0,0,0,0,0,0,0,0
1416,The notifying authority shall notify the Commission and the other Member States of any subsequent relevant changes to the notification .,0,0,0,0,1,0,0,0,0,0,0,0,0
1417,"At the request of one of the two Member States concerned , the Commission shall immediately instruct an expert to go to the place where the consignment under dispute is stored and/or the consignor establishment , in order to propose appropriate interim protective measures .",0,0,0,0,0,0,0,1,0,0,0,0,0
1418,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1419,Member States shall ensure that the following measures are applied in the surveillance zone:(a ) a census shall be taken of all pig holdings,0,1,0,0,0,0,0,0,0,0,0,0,0
1420,"In particular , the competent national authorities , the Commission and the European Central Bank , in the performance of their respective tasks , shall cooperate in:- exchanging information on preventing counterfeiting and combating the uttering of counterfeit notes and counterfeit coins",0,0,0,0,0,1,0,0,0,0,0,0,0
1421,The Agency and the national safety authorities shall ensure that railway undertakings using vehicles of the same type as the vehicle or type subject to the revocation are properly informed .,0,0,0,0,1,0,0,0,0,0,0,0,2
1422,"To that end , before adopting the provisions referred to in paragraph 1 , Member States shall consider : ( a ) the nature of the risks related to the public interest objectives pursued , in particular the risks to service recipients , including consumers , to professionals or to third parties",0,1,0,0,0,0,0,0,0,0,0,0,0
1423,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1424,"At the latest by 3 February 2006 the Commission shall , in accordance with Article 95 of the Treaty , submit , if necessary and taking into account the results of an appropriate study on this Directive 's impact on the economies of those countries producing cocoa and vegetable fats other than cocoa butter , a proposal intended to amend the list in Annex II.Article",0,0,0,0,0,0,1,0,0,0,0,0,0
1425,The competent authorities responsible for the monitoring and reporting of data in accordance with this Regulation shall be those designated by the Member States in accordance with Article 8(7 ),0,0,0,0,1,0,0,0,0,0,0,0,0
1426,"With regard to assets which are proposed for decommissioning or replacement , the national regulatory authority may withdraw the obligations after having ascertained that the access provider : ( a ) has established the appropriate conditions for migration , including making available an alternative access product of at least comparable quality as was available using the legacy infrastructure enabling the access seekers to reach the same end - users",0,0,0,1,0,0,0,0,0,0,0,0,0
1427,"Annexes III , IV and V may be amended in the light of scientific and technical progress in accordance with the regulatory procedure with scrutiny referred to in Article 25(3 ) , taking into account the periods for the review and updating of marine strategies laid down in Article 17(2 ) .",0,0,0,0,0,0,0,1,0,1,0,0,0
1428,"In the absence of a reply , the Authority may proceed with the planned operation .",0,0,0,0,0,0,0,0,0,0,1,0,0
1429,The Member States and the Commission shall cooperate closely in order to ensure that this Regu ­ lation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1430,"Member States , with the support of the Agency , shall encourage border guards to learn the languages necessary for the carrying - out of their tasks . """,0,0,1,0,0,0,0,0,0,0,0,0,0
1431,"Esma shall also , where necessary , facilitate and .",0,0,0,0,0,0,0,0,0,0,0,1,0
1432,"Starting from 1 January 2019 , Member States shall monitor the data specified in Part A of Annex I relating to new heavy - duty vehicles registered for the first time in the Union .",0,0,1,0,0,0,0,0,0,0,0,0,0
1433,"The Commission may request Member States to supply information , and",0,0,0,0,0,0,0,1,0,0,0,0,0
1434,"Where mutual recognition can not be agreed upon for serious safety reasons , .",0,0,0,0,0,0,0,0,0,0,0,0,0
1435,"A Community Tobacco Fund ( hereinafter ' Fund ' ) shall be set up , financed by a deduction of:- 2 % of the premium for the 2002 harvest,- 3 % of the premium for the 2003 harvest , The Commission shall submit before 31 December 2003 a report on the use of the appropriations from the Fund , which could be accompanied , if necessary , by a proposal for the percentage of the deduction for the Fund to be increased by up to 5 % for the 2004 harvest.2 .",0,0,0,0,0,0,1,0,0,1,0,0,0
1436,"The licensing authority may require the submission of an audit report and suitable documents from a bank , public savings bank , accountant or auditor .",0,0,0,1,0,0,0,0,0,0,0,0,0
1437,"The Council , acting on a proposal from the Commission , and taking account in particular of progress made in scientific knowledge and technology and of experience gained in the application of this Directive , shall re - examine the provisions of the first sentence of paragraph 1 within five years following the adoption of this Directive , with a view to establishing a single method for measurement of asbestos - in - air concentrations at Community level .",0,0,0,0,0,0,1,0,0,0,0,0,0
1438,Member States may include a geographical information system for olive cultivation in the identification system for agricultural parcels .,1,0,0,0,0,0,0,0,0,0,0,0,0
1439,"The Commission shall , in close cooperation with Member States , monitor the imports of products falling under Combined Nomenclature codes 0603 , 0803 90 10 , 1006 , 1604 14 , 1604 19 31 , 1604 19 39 , 1604 20 70 , 1701 , 1704 , 1806 10 30 , 1806 10 90 , 2002 90 , 2103 20 , 2106 90 59 , 2106 90 98 , 6403 , 2207 10 00 , 2207 20 00 , 2909 19 10 , 3814 00 90 , 3820 00 00",0,0,0,0,0,0,0,0,2,0,0,0,0
1440,"If these measures are not in accordance with the opinion of the Committee , or if the Committee does not deliver an opinion , the Commission shall forthwith submit to the Council a proposal regarding the measures to be adopted .",0,0,0,0,0,0,1,0,0,0,0,0,0
1441,"Eba shall in the report referred to in paragraph 1 assess the following in particular : ( a ) the provision of mechanisms restricting the value of liquidity inflows , in particular with a view to determining an appropriate inflow cap and the conditions for its application , taking into account different business models including pass through financing , factoring , leasing , covered bonds , mortgages , issuance of covered bonds , and the extent to which that cap should be amended or removed to cater for the specificities of specialised financing",0,0,0,0,0,0,0,0,0,0,0,0,1
1442,"In this case , national safety authorities shall cooperate with a view to simplifying the procedure and minimising administrative efforts .",0,0,0,0,0,1,0,0,0,0,0,0,0
1443,"Within four months of identification of regional electricity crisis scenarios in accordance with Article 6(1 ) , Member States shall inform the ECG and the Commission of their assessment of the risks in relation to the ownership of infrastructure relevant for security of electricity supply , and any measures taken to prevent or mitigate such risks , with an indication of why such measures are considered necessary and proportionate .",0,1,0,0,0,0,0,0,0,0,0,0,0
1444,"The competent authorities of that State shall advise those of the other Member States of the measures taken which may , where there is consistent failure to conform , .",0,0,0,0,0,1,0,0,0,0,0,0,0
1445,"An assessment of the condition referred to in point ( a ) of the first subparagraph shall be made by the ECB , after consulting the Board .",0,2,0,0,0,0,0,0,0,0,0,0,0
1446,that that importer informs the manufacturer and the market surveillance authorities to that effect,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,"In exceptional circumstances , where the bail - in tool is applied , the resolution authority may exclude or",0,0,0,1,0,0,0,0,0,0,0,0,0
1448,"The authority referred to in Article 9(1 ) shall publish , as soon as possible , the information listed in Article 5(5 ) , together with the date of notification of that information .",0,0,0,0,0,0,0,0,0,0,0,0,0
1449,the Office to perform their tasks,0,0,0,0,0,0,0,0,0,0,1,0,0
1450,The Commission shall provide for technical and administrative support to manufacturers and other users of the UDI database .,0,0,0,0,0,0,0,0,1,0,0,0,0
1451,"Member States and the Commission shall cooperate in implementing this Regulation , particularly as regards collection of information for the report referred to in paragraph 1 .",0,0,1,0,0,0,0,0,1,0,0,0,0
1452,"The Council , acting by a qualified majority on a proposal from the Commission , shall adopt the necessary measures and .",0,0,0,0,0,0,1,0,0,0,0,0,0
1453,"The Commission shall regularly submit reports to the European Parliament and to the Council on the operation of the arrangements provided for in this Directive , accompanied if necessary by proposals for the implementation of Articles 3 and 4 . 2 .",0,0,0,0,0,0,0,0,0,1,0,0,0
1454,"Member States shall encourage the use of co - regulation and the fostering of self - regulation through codes of conduct as provided for in Article 4a(1 ) aiming at effectively reducing the exposure of children to audiovisual commercial communications for foods and beverages containing nutrients and substances with a nutritional or physiological effect , in particular fat , trans - fatty acids , salt or sodium and sugars , of which excessive intakes in the overall diet are not recommended .",0,0,1,0,0,0,0,0,0,0,0,0,0
1455,"Notwithstanding verification as provided for in paragraph 1 , in the event of negligence at the workplace the competent authority may verify if the driver in question complies with the requirements set out in Article 13 .",0,0,0,1,0,0,0,0,0,0,0,0,0
1456,Member States and the Commission shall cooperate closely to ensure that the provisions of this Regulation are observed .,0,0,1,0,0,0,0,0,1,0,0,0,0
1457,"Where the places of dispatch and of destination are situated in the same Member State , the competent authorities of that Member State shall forward the report of receipt directly to the consignor .",0,0,0,0,1,0,0,0,0,0,0,0,0
1458,In the approval the competent authorities shall specify the measures necessary for warning residents and bystanders in due time and sprayed .,0,0,0,0,1,0,0,0,0,0,0,0,0
1459,"The Council , acting by a qualified majority on a proposal from the Commission , shall determine whether:(a )",0,0,0,0,0,0,1,0,0,0,0,0,0
1460,The competent authorities shall cooperate with the Agency in order to ensure the interoperability of the registers provided for in paragraphs 1 and 2 .,0,0,0,0,0,1,0,0,0,0,0,0,0
1461,"Member States shall bring into force the laws , regulations and administrative provisions necessary to comply with this Directive by 28 December 2020 .",0,1,0,0,0,0,0,0,0,0,0,0,0
1462,"if the application relates to a study , the study 's objective and purpose and the methods and techniques envisaged",0,0,0,0,0,0,0,0,0,0,0,0,0
1463,The representatives of the competent authorities shall keep a record of every control that they carry out and where necessary shall draw up a report .,0,0,0,0,1,0,0,0,0,0,0,0,0
1464,The National Supervisory Authority of the Member State responsible which transmitted the data and the National Supervisory Authorities of the Member States with which the request was lodged shall cooperate to this end .,0,0,0,0,0,1,0,0,0,0,0,0,0
1465,"To cooperateA competent authority may refuse to act on a request for cooperation in carrying out an investigation , on - the - spot verification or supervisory activity as provided for in    or to exchange information as provided for in    only where:(a ) such an investigation ,",0,0,0,1,0,0,0,0,0,0,0,0,0
1466,"Subject to paragraphs 3 and 4 , the competent authority shall recover , inter alia , via security over property or other appropriate guarantees from the operator who has caused the damage or the imminent threat of damage , the costs it has incurred in relation to the preventive or remedial actions taken under this Directive .",0,0,0,0,1,0,0,0,0,0,0,0,0
1467,"In accordance with the procedures and the division of tasks set out in this Regulation , SIS II shall be developed by the Commission and the Member States as a single integrated system and .",0,1,0,0,0,0,0,1,0,0,0,0,0
1468,"In good time before the inspection , the Agency shall inform the Member State concerned of the inspection and of the identity of the authorised officials.3 .",0,0,0,0,0,0,0,0,0,0,0,0,1
1469,The Member States and the Commission shall cooperate closely in order to ensure that this Regula ­ tion is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1470,The competent authorities or a delegated body specified in the approval shall be responsible for contacts with the Union,0,0,0,0,1,0,0,0,0,0,0,0,0
1471,Joint projects between Member States 1 .,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,"If a Member State , after exhausting its second share , has used 90 % or more of the third share drawn by it , that Member State shall , in the manner and to the extent provided in paragraph 1 , draw a fourth share equal to the third .",0,0,0,0,0,0,0,0,0,0,0,0,0
1473,"Notwithstanding the foregoing and pending further coordination , the competent authorities shall have the discretion to recognize as qualifying items instruments which are sufficiently liquid and which , because of the solvency of the issuer , are subject to a degree of default risk which is comparable to or lower than that of the assets referred to in Article 6 ( 1 ) ( b ) of Directive 89/647 / EEC .",0,0,0,1,0,0,0,0,0,0,0,0,0
1474,"Esma shall , without delay , send a copy of the simple request or of its decision to the competent authority of the Member State where the persons referred to in paragraph 1 concerned by the request for information .",0,0,0,0,0,0,0,0,0,0,0,0,1
1475,"( 6 ) of Directive ( EU ) 2016/797 and 10(6 ) of Directive ( EU ) 2016/798 , the Agency and its staff shall cooperate without undue delay with the competent national judicial authorities .",0,0,0,0,0,0,0,0,0,0,0,1,0
1476,The Member State which has adopted safeguard measures may in that event retain them until the amendments enter into force .,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,Eba shall submit those draft implementing technical standards to the Commission by 1 February 2014 .,0,1,0,0,0,0,0,0,0,0,0,0,0
1478,The Commission is empowered to adopt delegated acts in accordance with Article 144 to supplement this Regulation by laying down rules for the performance of official controls referred to in paragraph 1 of this Article .,0,0,0,0,0,0,0,1,0,0,0,0,0
1479,"The Member States shall return to the reserve , not later than 1 October 1982 , the unused portion of their initial share which , on 15 September 1982 , is in excess of 20 % of the initial amount .",0,1,0,0,0,0,0,0,0,0,0,0,0
1480,"The National Safety Authority referred to in Article 4(2 ) shall monitor the railway safety standards applied to railway undertakings established in the United Kingdom using the cross - border infrastructure referred to in point ( a ) of Article 1(2 ) , and applied to that cross - border infrastructure .",0,0,0,0,0,0,0,0,0,0,0,0,0
1481,"For the purpose of this Directive : - ' vehicle ' shall mean any motor vehicle of categories N2 and M3 with a maximum authorized mass exceeding 10 tonnes and of catetory N3 , as defined in Annex I to Directive 70/156 / EEC , intended for use on the road , having at least four wheels and a maximum design speed exceeding 25 km / h , - ' speed limitation device ' .",0,0,0,0,0,0,0,0,0,0,0,0,0
1482,"If a protection , surveillance or further restricted zone covers the territories of different Member States , the competent authorities of the Member States concerned shall collaborate to establish the zone .",0,0,0,0,0,1,0,0,0,0,0,0,0
1483,"Where a notifying authority has ascertained or has been informed that a notified body no longer meets the requirements laid down in Article 26 , or that it is failing to fulfil its obligations , the notifying authority shall restrict , depending on the seriousness of the failure to meet those requirements or fulfil those obligations .",0,0,0,0,1,0,0,0,0,0,0,0,0
1484,Acer shall be a Union body with legal personality .,0,0,0,0,0,0,0,0,0,0,1,0,0
1485,Member States and the Commission shall cooperate closely to ensure compliance with this Regulation .,0,0,1,0,0,0,0,0,1,0,0,0,0
1486,"This 14 % duty shall apply for a period equivalent to the average fiscal depreciation period or until such earlier time as the Council , on the basis of a Commission proposal , concludes that the aids in question are no longer having a distortive effect on competition and trade .",0,0,0,0,0,0,0,0,0,0,0,0,0
1487,The Commission may organize inspections of the trials by representatives of the Member States and of the Commission .,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,"A proposal concerning the principles and specific measures of control governing organic animal production , non - processed animal products and products intended for human consumption containing ingredients of animal origin shall be submitted by the Commission as soon as possible and before 1 July 1992 .",0,0,0,0,0,0,1,0,0,0,0,0,0
1489,"The Commission , the Agency , other Union institutions , bodies , offices and agencies and the Member States shall , within their respective fields of competence , cooperate on environmental matters , including those addressed in Directive 2003/87 / CE of the European Parliament and of the Council ( 38 ) and Regulation ( EC )",0,0,0,0,0,0,0,0,1,0,0,1,0
1490,"In all other cases , the Commission shall submit to the Council forthwith a report on the results of the consultation , together with a proposal for a Council regulation that the proceeding be terminated .",0,0,0,0,0,0,1,0,0,1,0,0,0
1491,Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1492,Member States may also draw up a list of national officials whom the Commission may invite to be present at such controls and inspections .,1,0,0,0,0,0,0,0,0,0,0,0,0
1493,"Those measures , designed to amend non - essential elements of this Directive by supplementing it , shall be adopted in accordance with the regulatory procedure with scrutiny referred to in Article 301(3 ) .",0,0,0,0,0,0,0,1,0,1,0,0,0
1494,"In carrying out their tasks under this Directive , national regulatory authorities shall take the utmost account of the objectives set out in Article 3 . 2 .",0,0,0,0,1,0,0,0,0,0,0,0,0
1495,Member States and the Commission shall cooperate closely to ensure compliance with this Regulation .,0,0,1,0,0,0,0,0,1,0,0,0,0
1496,Member States ' central authorities shall cooperate and .,0,0,0,0,0,1,0,0,0,0,0,0,0
1497,"In order to ensure consistent harmonisation of this Article , EBA shall develop draft regulatory technical standards for the convergence of supervisory practices with regard to this Article , including the measures taken in case of breach of the due diligence and risk management obligations .",0,0,0,0,0,0,0,0,0,0,1,0,0
1498,"Before taking a decision on a financial correction , the Commission shall open the procedure by informing the Member State of its provisional conclusions and requesting the Member State to submit its comments within two months .",0,0,0,0,0,0,0,0,0,1,0,0,0
1499,"If no opinion is delivered , the Commission shall without delay submit to the Council a proposal on the measures to be taken",0,0,0,0,0,0,1,0,0,0,0,0,0
1500,The Commission shall allocate identification numbers to those bodies and .,0,0,0,0,0,0,0,1,0,0,0,0,0
1501,"The Commission shall encourage and ( codes of conduct ) , in order to contribute to a competitive data economy , based on the principles of transparency and interoperability and taking due account of open standards , covering , inter alia , the following aspects : ( a ) best practices for facilitating the switching of service providers and the porting of data in a structured , commonly used and machine - readable format including open standard formats where required or requested by the service provider receiving the data",0,0,0,0,0,0,0,0,1,0,0,0,0
1502,"Eba shall cooperate with the European Systemic Risk Board ( ESRB ) , established by Regulation ( EU )",0,0,0,0,0,0,0,0,0,0,0,1,0
1503,"Equipment to be acquired by the Agency , be it as sole or co - owner , and equipment owned by Member States which is listed in the technical equipment pool shall meet these standards .",0,0,0,0,0,0,0,0,0,0,1,0,0
1504,"Adopt a recommendation for the necessary policy measures , on the basis of a Commission recommendation , based on Article 121(4 )",0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Member States shall communicate to the Commission the texts of the main provisions of national law which they adopt in the field governed by this Directive .,0,1,0,0,0,0,0,0,0,0,0,0,0
1506,The authority responsible for checking the admissibility of the request shall also have access to the logs for that purpose .,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,"By way of derogation from paragraph 1 , where upon initial examination the competent authority concludes , in view of the nature of the pest , the plant , plant product or other object concerned and the site where it was found , that the pest concerned can be eliminated immediately , the competent authority may decide not to establish a demarcated area .",0,0,0,1,0,0,0,0,0,0,0,0,0
1508,"Taking account of the results achieved and of the way the situation develops , the Commission may , if necessary , submit proposals designed to make these measures more effective .",0,0,0,0,0,0,1,0,0,0,0,0,0
1509,"The Council or the Commission , as the case may be , shall provide reasons for the exercise of their power of objection .",0,0,0,0,0,0,0,0,1,0,0,0,0
1510,Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
1511,This Regulation shall be binding in its entirety and directly applicable in all Member States .,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,The Commission shall report on how it has applied the observations contained in the European Parliament 's opinion .,0,0,0,0,0,0,0,0,0,1,0,0,0
1513,"Member States may require that toll service providers , including EETS providers , at the request of the Member States authorities , .",1,0,0,0,0,0,0,0,0,0,0,0,0
1514,The Commission shall lay down the rules concerning the modalities for the electronic complaint form by means of implementing acts .,0,0,0,0,0,0,0,1,0,0,0,0,0
1515,The Commission shall notify Member States the date at which the system shall be used for transmission at least two months in advance of the first due date .,0,0,0,0,0,0,0,0,0,1,0,0,0
1516,"In the case of establishment , the host Member States may require the persons concerned to contact these centres .",1,0,0,0,0,0,0,0,0,0,0,0,0
1517,"5 . 92 B. DENMARK All applications for pensions referred to in the law on social pensions , except for pensions mentioned in Annex IV , part D. C. GERMANY None",0,0,0,0,0,0,0,0,0,0,0,0,0
1518,"If no opinion is delivered , the Commission shall , without delay , submit to the Council a proposal concerning the measures to be taken .",0,0,0,0,0,0,1,0,0,0,0,0,0
1519,Eba shall submit those draft regulatory technical standards to the Commission by 13 January 2018 .,0,1,0,0,0,0,0,0,0,0,0,0,0
